id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,mechanics,dust,play_requirements,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,entourage
CFM_810,NEUTRAL,MINION,Leatherclad Hogleader,GANGS,"<b>Battlecry:</b> If your opponent has 6 or more cards in hand, gain <b>Charge</b>.",6,6,6,EPIC,True,"The Hogchoppers, the terrors of Tanaris, can always be found at one tavern or another in Gadgetzan, refueling for totally real and legit adventures that they go on.",['BATTLECRY'],"[400, 1600, 100, 400]",,,,,,,,
BRM_014e,HUNTER,ENCHANTMENT,Power Rager,BRM,+3/+3,,,,,,,,,,,,,,,,
AT_024e,NEUTRAL,ENCHANTMENT,Dark Fusion,TGT,+3/+3.,,,,,,,,,,,,,,,,
CFM_816e,NEUTRAL,ENCHANTMENT,Get Big,GANGS,+2/+2.,,,,,,,,,,,,,,,,
AT_054,SHAMAN,MINION,The Mistcaller,TGT,<b>Battlecry:</b> Give all minions in your hand and deck +1/+1.,6,4,4,LEGENDARY,True,"Calling the mist doesn't sound all that great.  ""Ooooh, it is slightly damp now!""",['BATTLECRY'],"[1600, 3200, 400, 1600]",,,,,,,,
NEW1_003,WARLOCK,SPELL,Sacrificial Pact,CORE,Destroy a Demon. Restore #5 Health to your hero.,0,,,COMMON,True,This is the reason that Demons never really become friends with Warlocks.,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_TARGET_WITH_RACE': 15}",,Unlocked at Level 8.,Unlocked at Level 15.,,,,
EX1_620,NEUTRAL,MINION,Molten Giant,EXPERT1,Costs (1) less for each damage your hero has taken.,25,8,8,EPIC,True,He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.,,"[400, 1600, 100, 400]",,,,,,,,
CFM_672,NEUTRAL,MINION,Madam Goya,GANGS,<b>Battlecry:</b> Choose a friendly minion. Swap it with a minion in your deck.,6,4,3,LEGENDARY,True,"She has set up her Black Market here in Gadgetzan for one purpose, to make a KILLING when Beanie Babies make their inevitable comeback.",['BATTLECRY'],"[1600, 3200, 400, 1600]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
EX1_128e,ROGUE,ENCHANTMENT,Concealed,EXPERT1,Stealthed until your next turn.,,,,,,,,,,,,,,,,
EX1_165a,DRUID,SPELL,Cat Form,EXPERT1,<b>Charge</b>,0,,,COMMON,,,,"[40, 400, 5, 50]",,,,,,,,
OG_188,DRUID,MINION,Klaxxi Amber-Weaver,OG,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain +5 Health.",4,4,5,RARE,True,Amberweaving is a specialty course at the local trade school.,"['BATTLECRY', 'RITUAL']","[100, 800, 20, 100]",,,,,,,,
BRMA15_2He,NEUTRAL,ENCHANTMENT,Potion of Might,BRM,+2/+2.,,,,,,,,,,,,,,,,
HERO_01,WARRIOR,HERO,Garrosh Hellscream,CORE,,,,30,FREE,True,,,,,,,,,,,
EX1_625,PRIEST,SPELL,Shadowform,EXPERT1,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,3,,,EPIC,True,If a bright light shines on a priest in Shadowform� do they cast a shadow?,,"[400, 1600, 100, 400]",,,,,,,,
CFM_693,ROGUE,MINION,Gadgetzan Ferryman,GANGS,<b>Combo:</b> Return a friendly minion to your hand.,2,2,3,RARE,True,"Is it just me, or is there something fishy about that ferryman?",['COMBO'],"[100, 800, 20, 100]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_FOR_COMBO': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
EX1_596e,WARLOCK,ENCHANTMENT,Demonfire,EXPERT1,This Demon has +2/+2.,,,,COMMON,,,,,,,,,,,,
LOEA05_03,NEUTRAL,HERO_POWER,Trogg Hate Spells!,LOE,"<b>Passive Hero Power</b>
 Enemy spells cost (2) more. Swap at the start of your turn.",0,,,,,,,,,,,,,,,
KAR_702,NEUTRAL,MINION,Menagerie Magician,KARA,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +2/+2.",5,4,4,COMMON,True,"Just between us, if things get tight the Menagerie Magician position will probably be the first to go.",['BATTLECRY'],"[40, 400, 5, 50]",,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,,
BRMA17_6H,NEUTRAL,MINION,Bone Construct,BRM,,1,4,2,,,,,,,,,,,,,
CFM_604,PRIEST,SPELL,Greater Healing Potion,GANGS,Restore 12 Health to a friendly character.,4,,,RARE,True,Filled with electrolytes!,,"[100, 800, 20, 100]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",,,,,,,
LOEA14_1,NEUTRAL,HERO,The Steel Sentinel,LOE,,,,30,,,,,,,,,,,,,
NEW1_034,HUNTER,MINION,Huffer,CORE,<b>Charge</b>,3,4,2,COMMON,,,['CHARGE'],,,BEAST,,,,,,
OG_051,DRUID,MINION,Forbidden Ancient,OG,<b>Battlecry:</b> Spend all your Mana. Gain +1/+1 for each mana spent.,1,1,1,EPIC,True,This Ancient was banned from the local tavern after tucking a 'Dr. Boom' up its sleeve.,['BATTLECRY'],"[400, 1600, 100, 400]",,,,,,,,
CFM_653,NEUTRAL,MINION,Hired Gun,GANGS,<b>Taunt</b>,3,4,3,COMMON,True,He loves his job and would do it for free!  (But don't tell his boss!),['TAUNT'],"[40, 400, 5, 50]",,,,,,,,
AT_094,NEUTRAL,MINION,Flame Juggler,TGT,<b>Battlecry:</b> Deal 1 damage to a random enemy.,2,2,3,COMMON,True,"At first he liked juggling chain saws, but then he thought, ""Flames are better!  Because FIRE!""",['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
BRMA04_4,NEUTRAL,SPELL,Rock Out,BRM,Summon 3 Firesworn. <b>Overload:</b> (2),3,,,,,,,,,,,,,,,
BRM_016,WARRIOR,MINION,Axe Flinger,BRM,"Whenever this minion takes damage, deal 2 damage to the enemy hero.",4,2,5,COMMON,True,"Once a lowly ""Stick Flinger"", he's been relentless on the path to his ultimate dream: ""Tauren Flinger"".",,"[40, 400, 5, 50]",,,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",,,,
GVG_111t,NEUTRAL,MINION,V-07-TR-0N,GVG,"<b>Charge</b>
<b>Mega-Windfury</b> <i>(Can attack four times a turn.)</i>",8,4,8,LEGENDARY,,,['CHARGE'],"[1600, 3200, 400, 1600]",,MECHANICAL,,,,,,
NEW1_007a,DRUID,SPELL,Starfall,EXPERT1,Deal 2 damage to all enemy minions.,0,,,,,,,,,,,,,,,
CFM_651e,NEUTRAL,ENCHANTMENT,Extra Sharp,GANGS,+1 Attack.,,,,,,,,,,,,,,,,
EX1_165b,DRUID,SPELL,Bear Form,EXPERT1,+2 Health and <b>Taunt</b>.,0,,,COMMON,,,,"[40, 400, 5, 50]",,,,,,,,
LOEA02_01h,NEUTRAL,HERO,Zinaar,LOE,,,,30,,,,,,,,,,,,,
AT_066,WARRIOR,MINION,Orgrimmar Aspirant,TGT,<b>Inspire:</b> Give your weapon +1 Attack.,3,3,3,COMMON,True,"""Four out of three orcs struggle with math."" - Angry Zurge",['INSPIRE'],"[40, 400, 5, 50]",,,,,,,,
GVG_045,WARLOCK,SPELL,Imp-losion,GVG,Deal 2-4 damage to a minion. Summon a 1/1 Imp for each damage dealt.,4,,,RARE,True,The shrapnel is waaaaay worse than the explosion.,,"[100, 800, 20, 100]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
LOE_110,NEUTRAL,MINION,Ancient Shade,LOE,<b>Battlecry:</b> Shuffle an 'Ancient Curse' into your deck that deals 7 damage to you when drawn.,4,7,4,RARE,True,Warning: Do not expose to direct sunlight.,['BATTLECRY'],"[100, 800, 20, 100]",,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,
LOEA16_27H,NEUTRAL,MINION,The Steel Sentinel,LOE,This minion can only take 1 damage at a time.,10,10,10,LEGENDARY,,,,"[1600, 3200, 400, 1600]",,,,,,,,
EX1_587,SHAMAN,MINION,Windspeaker,CORE,<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.,4,3,3,COMMON,True,Is there anything worse than a Windspeaker with halitosis?,['BATTLECRY'],,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,Unlocked at Level 8.,Unlocked at Level 45.,Give <b>Windfury</b>.,,,
CS2_042,SHAMAN,MINION,Fire Elemental,CORE,<b>Battlecry:</b> Deal 3 damage.,6,6,5,COMMON,True,He can never take a bath. Ewww.,['BATTLECRY'],,{'REQ_TARGET_IF_AVAILABLE': 0},,Unlocked at Level 10.,Unlocked at Level 49.,Deal 3 damage.,,,
CFM_687e,MAGE,ENCHANTMENT,Free Spell,GANGS,The next spell you cast this turn costs (0).,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
LOEA09_3c,NEUTRAL,HERO_POWER,Getting Hungry,LOE,"<b>Hero Power</b>
Summon a 2/1 Hungry Naga.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
TBUD_1,NEUTRAL,ENCHANTMENT,TBUD Summon Early Minion,TB,"Each turn, if you have less health then a your opponent, summon a free minion",,,,,,,,,,,,,,,,"['CS1_042', 'CS2_171']"
KARA_13_19e,NEUTRAL,ENCHANTMENT,Saddened,TB,Can't attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
CRED_16,NEUTRAL,MINION,Hamilton Chu,CREDITS,<i>Was successfully NOT part of the problem! ...most of the time.</i>,7,9,5,LEGENDARY,,,,,,,,,,,,
EX1_019e,PRIEST,ENCHANTMENT,Cleric's Blessing,CORE,+1/+1.,,,,,,,,,,,,,,,,
CFM_026e,HUNTER,ENCHANTMENT,Smuggling,GANGS,+2/+2 from Hidden Cache.,,,,,,,,,,,,,,,,
KAR_077e,NEUTRAL,ENCHANTMENT,Silver Might,KARA,+2/+2.,,,,,,,,,,,,,,,,
CS2_101t,PALADIN,MINION,Silver Hand Recruit,CORE,,1,1,1,FREE,,,,,,,,,,,,
KAR_070,ROGUE,MINION,Ethereal Peddler,KARA,"<b>Battlecry:</b> If you're holding
any non-Rogue class cards,
�reduce their Cost by (2).",5,5,6,RARE,True,"Yeah, sure. That Ragnaros ""fell off the back of a truck"".",['BATTLECRY'],"[100, 800, 20, 100]",,,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",,,,
BRMA13_8,NEUTRAL,SPELL,"DIE, INSECT!",BRM,Deal 8 damage to a random enemy.,0,,,,,,,,,,,,,,,
OG_326,NEUTRAL,MINION,Duskboar,OG,,2,4,1,COMMON,True,"Often excluded from dinner parties.  To be fair, he is very boaring.",,"[40, 400, 5, 50]",,BEAST,,,,,,
KAR_092,MAGE,MINION,Medivh's Valet,KARA,"<b>Battlecry:</b> If you control a <b>Secret</b>, deal 3 damage.",2,2,3,COMMON,True,"""Magus Medivh sir, I've brought the flaming balloons, as you requested.""",['BATTLECRY'],"[40, 400, 5, 50]",{'REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS': 1},,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",,,,
BRMA15_1,NEUTRAL,HERO,Maloriak,BRM,,,,30,,,,,,,,,,,,,
KAR_114e,NEUTRAL,ENCHANTMENT,Incredible Impression,KARA,Attack and Health set to 1.,,,,,,,,,,,,,,,,
LOEA07_28,NEUTRAL,SPELL,Repairs,LOE,Restore 10 Health.,1,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
KAR_A02_03,NEUTRAL,MINION,Fork,KARA,Plates have <b>Charge</b>.,3,3,1,,,,['AURA'],,,,,,,,,
CS2_125,NEUTRAL,MINION,Ironfur Grizzly,CORE,<b>Taunt</b>,3,3,3,COMMON,True,"""Bear Carcass 1/10""",['TAUNT'],,,BEAST,,Unlocked at Hunter Level 59.,,,,
CFM_853,NEUTRAL,MINION,Grimestreet Smuggler,GANGS,<b>Battlecry:</b> Give a random minion in your hand +1/+1.,3,2,4,COMMON,True,She's got anything you want.  Need the latest derpinger?  No problem!,['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
LOEA_01,NEUTRAL,SPELL,Looming Presence,LOE,Draw 2 cards. Gain 4 Armor.,3,,,,,,,,,,,,,,,
CFM_650e,NEUTRAL,ENCHANTMENT,Smuggling,GANGS,+1/+1 from Grimscale Chum.,,,,,,,,,,,,,,,,
LOEA16_18,NEUTRAL,MINION,Zinaar,LOE,"At the end of your turn, gain a wish.",5,5,5,LEGENDARY,,,,"[1600, 3200, 400, 1600]",,,,,,,,
NAX7_01H,NEUTRAL,HERO,Instructor Razuvious,NAXX,,,,55,,,,,,,,,,,,,
LOEA07_25,NEUTRAL,MINION,Mechanical Parrot,LOE,,1,3,6,,,,,,,MECHANICAL,,,,,,
EX1_tk33,WARLOCK,HERO_POWER,INFERNO!,EXPERT1,"<b>Hero Power</b>
Summon a 6/6 Infernal.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
NAX14_03,NEUTRAL,MINION,Frozen Champion,NAXX,Permanently Frozen.  Adjacent minions are Immune to Frost Breath.,5,2,10,,,,['AURA'],,,,,,,,,
TB_SPT_DPromoSecret6,WARRIOR,SPELL,Visions of the Sorcerer,TB,"<b>Secret:</b> When your opponent summons a minion with <b>Spell Damage</b>, Summon 2 Guardians.",2,,,,,,['SECRET'],,,,,,,,,
BRMA09_2t,NEUTRAL,MINION,Whelp,BRM,,1,1,1,,,,,,,DRAGON,,,,,,
AT_127,NEUTRAL,MINION,Nexus-Champion Saraad,TGT,<b>Inspire:</b> Add a random spell to your hand.,5,4,5,LEGENDARY,True,"The ethereals have their own jousting tournament, and Saraad is the reigning champion.  Also he won the ethereal hot dog eating contest.",['INSPIRE'],"[1600, 3200, 400, 1600]",,,,,,,,
CS2_222o,NEUTRAL,ENCHANTMENT,Might of Stormwind,CORE,Has +1/+1.,,,,,,,,,,,,,,,,
XXX_028,NEUTRAL,SPELL,Reveal Hand,CHEAT,,0,,,COMMON,,,,,,,,,,,,
KAR_A02_09,NEUTRAL,SPELL,Set the Table,KARA,Give your Plates +1/+1.,4,,,,,,,,,,,,,,,
TB_SPT_Minion2,NEUTRAL,MINION,Battle Standard,TB,Adjacent minions have +2 Attack.,2,0,2,,,,"['ADJACENT_BUFF', 'AURA']",,,,,,,,,
LOEA16_22H,NEUTRAL,MINION,Archaedas,LOE,"At the end of your turn, turn a random enemy minion into a 0/2 Statue.",10,10,10,LEGENDARY,,,,"[1600, 3200, 400, 1600]",,,,,,,,
DS1h_292,HUNTER,HERO_POWER,Steady Shot,CORE,"<b>Hero Power</b>
Deal 2 damage to the enemy hero.",2,,,FREE,,,,,"{'REQ_STEADY_SHOT': 0, 'REQ_MINION_OR_ENEMY_HERO': 0}",,,,,,,
GVG_059,PALADIN,WEAPON,Coghammer,GVG,<b>Battlecry:</b> Give a random friendly minion <b>Divine Shield</b> and <b>Taunt</b>.,3,2,,EPIC,True,"So you ripped this out of a machine, carved some runes on it, stuck it on a handle, and now it's a weapon of great divine power? Seems legit.",['BATTLECRY'],"[400, 1600, 100, 400]",,,,,,,3,
FP1_010,NEUTRAL,MINION,Maexxna,NAXX,Destroy any minion damaged by this minion.,6,2,8,LEGENDARY,True,"Maexxna gets super mad when people introduce her as ""Maxina"" or ""Maxxy"".",['POISONOUS'],"[1600, 3200, 400, 1600]",,BEAST,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,,,
LOEA16_14,NEUTRAL,SPELL,Khadgar's Pipe,LOE,Put a random spell into each player's hand.  Yours costs (0).,0,,,,,,,,,,,,,,,
TB_SPT_DPromo_Hero2,WARRIOR,HERO,The Cow King,TB,,,,30,,,,['InvisibleDeathrattle'],,,,,,,,,
BRMA07_2H,NEUTRAL,HERO_POWER,ME SMASH,BRM,"<b>Hero Power</b>
Destroy a random enemy minion.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
NAX5_01H,WARLOCK,HERO,Heigan the Unclean,NAXX,,,,45,,,,,,,,,,,,,
CS2_boar,NEUTRAL,MINION,Boar,CORE,,1,1,1,COMMON,,,,,,BEAST,,,,,,
LOE_115b,DRUID,SPELL,Raven Idol,LOE,<b>Discover</b> a spell.,0,,,COMMON,,,,"[40, 400, 5, 50]",,,,,,,,
XXX_113,NEUTRAL,SPELL,Again,CHEAT,,0,,,COMMON,,,,,,,,,,,,
KARA_13_02,WARRIOR,HERO_POWER,The Horde,KARA,"<b>Hero Power</b>
Summon a 3/2 Orc.",2,,,,,,,,,,,,,,,
TB_KTRAF_2,NEUTRAL,MINION,Lady Blaumeux,TB,<b>Battlecry:</b> Summon a fellow Horseman.,4,2,7,LEGENDARY,,,['BATTLECRY'],,,,,,,,,
EX1_335,PRIEST,MINION,Lightspawn,EXPERT1,This minion's Attack is always equal to its Health.,4,0,5,COMMON,True,Spawn of the Light? Or Pawn of the Lights?,,"[40, 400, 5, 50]",,,,,,,,
XXX_098,NEUTRAL,MINION,AI Buddy - No Deck/Hand,CHEAT,Spawn into play to destroy the AI's Hand and Deck.,0,1,1,,,,,,,,,,,,,
EX1_607,WARRIOR,SPELL,Inner Rage,EXPERT1,Deal 1 damage to a minion and give it +2�Attack.,0,,,COMMON,True,They're only smiling on the outside.,,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
CFM_315,HUNTER,MINION,Alleycat,GANGS,<b>Battlecry:</b> Summon a 1/1�Cat.,1,1,1,COMMON,True,"To be a cool cat in Gadgetzan, you gotta have bling.",['BATTLECRY'],"[40, 400, 5, 50]",,BEAST,,,,,,
TB_KTRAF_10e,NEUTRAL,ENCHANTMENT,Dark Power,TB,Granted power from Noth,,,,,,,,,,,,,,,,
LOEA02_02,NEUTRAL,HERO_POWER,Djinn�s Intuition,LOE,"Draw a card.
Give your opponent a Wish.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
NAX1_04,NEUTRAL,HERO_POWER,Skitter,NAXX,"<b>Hero Power</b>
Summon a 3/1 Nerubian.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
XXX_005,NEUTRAL,SPELL,Destroy,CHEAT,Destroy a minion or hero.,0,,,COMMON,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
TB_PickYourFate_1_Ench,NEUTRAL,ENCHANTMENT,Pick Your Fate 1 Ench,TB,,,,,,,,,,,,,,,,,
CRED_31,NEUTRAL,MINION,Jeremy Cranford,CREDITS,"When the game starts, this card climbs to the top of the deck.",4,5,4,LEGENDARY,,,,,,,,,,,,
EX1_246e,SHAMAN,ENCHANTMENT,Hexxed,CORE,This minion has been transformed!,,,,,,,['MORPH'],,,,,,,,,
AT_029,ROGUE,MINION,Buccaneer,TGT,"Whenever you equip a weapon, give it +1 Attack.",1,2,1,COMMON,True,The best part of buccaneering is the pants.,,"[40, 400, 5, 50]",,PIRATE,,,,,,
LOEA04_29b,NEUTRAL,SPELL,Investigate the Runes,LOE,Draw 2 cards.,0,,,,,,,,,,,,,,,
GVG_078,NEUTRAL,MINION,Mechanical Yeti,GVG,<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>,4,4,5,COMMON,True,The yetis of Chillwind Point are a source of both inspiration and savage beatings.,['DEATHRATTLE'],"[40, 400, 5, 50]",,MECHANICAL,,,,,,
BRMA17_2H,NEUTRAL,HERO,Nefarian,BRM,,,,30,,,,,,,,,,,,,
AT_096e,NEUTRAL,ENCHANTMENT,Wound Up,TGT,+1/+1.,,,,,,,,,,,,,,,,
GVG_063a,NEUTRAL,ENCHANTMENT,Retribution,GVG,Increased Attack,,,,,,,,,,,,,,,,
EX1_390e,NEUTRAL,ENCHANTMENT,Enraged,EXPERT1,+3 Attack.,,,,,,,['ENRAGED'],,,,,,,,,
CFM_800,PALADIN,SPELL,Getaway Kodo,GANGS,"<b>Secret:</b> When a friendly minion dies, return it to your hand.",1,,,RARE,True,Get to da Kodo! Now!,['SECRET'],"[100, 800, 20, 100]",,,,,,,,
LOE_012,ROGUE,MINION,Tomb Pillager,LOE,<b>Deathrattle:</b> Add a Coin to your hand.,4,5,4,COMMON,True,"After the guild broke up, he could no longer raid the tombs.",['DEATHRATTLE'],"[40, 400, 5, 50]",,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,,
BRMA12_5,NEUTRAL,SPELL,Brood Affliction: Blue,BRM,"While this is in your hand, Chromaggus' spells cost (1) less.",1,,,,,,['EVIL_GLOW'],,,,,,,,,
AT_011,PRIEST,MINION,Holy Champion,TGT,"Whenever a character is healed, gain +2 Attack.",4,3,5,COMMON,True,She really likes seeing people get better.  That's why she hurts them in the first place.,,"[40, 400, 5, 50]",,,,,,,,
OG_081,MAGE,SPELL,Shatter,OG,Destroy a <b>Frozen</b> minion.,2,,,COMMON,True,What's cooler than being cool?,,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0, 'REQ_FROZEN_TARGET': 0}",,,,,,,
CFM_062,PALADIN,MINION,Grimestreet Protector,GANGS,"<b>Taunt</b>.
<b>Battlecry:</b> Give adjacent
�minions <b>Divine Shield</b>.",7,6,6,RARE,True,Some new asphalt should do the trick.,"['BATTLECRY', 'TAUNT']","[100, 800, 20, 100]",,,,,,,,
TB_PickYourFate_6_2nd,NEUTRAL,SPELL,Dire Fate: Unstable Portals,TB,Place 3 Unstable Portals in each player's hand.,0,,,,,,,,,,,,,,,
TU4c_008,NEUTRAL,SPELL,Will of Mukla,MISSIONS,Restore 8 Health.,3,,,COMMON,,,,,,,,,,,,
LOEA04_29,NEUTRAL,SPELL,The Eye,LOE,<b>Choose Your Path!</b>,0,,,,,,,,,,,,,,,
KARA_13_22,NEUTRAL,MINION,Mime,TB,Always <b>silenced</b>.,5,5,6,,,,,,,,,,,,,
BRMA13_3H,NEUTRAL,HERO,Nefarian,BRM,,,,30,,,,,,,,,,,,,"['BRMA13_8', 'BRMA13_7', 'BRMA13_6', 'BRMA13_5']"
OG_123e,NEUTRAL,ENCHANTMENT,Shifting,OG,Transforming into random minions.,,,,,,,,,,,,,,,,
LOEA09_5,NEUTRAL,MINION,Hungry Naga,LOE,,1,1,1,,,,,,,,,,,,,
DREAM_02,DREAM,SPELL,Ysera Awakens,EXPERT1,Deal 5 damage to all characters except Ysera.,2,,,,,,,,,,,,,,,
LOE_111,PRIEST,SPELL,Excavated Evil,LOE,"Deal 3 damage to all minions.
Shuffle this card into your opponent's deck.",5,,,RARE,True,MOM! DAD! DON'T TOUCH IT! IT'S EVIL!!!!!!,,"[100, 800, 20, 100]",,,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",,,,
TB_SPT_Minion3e,NEUTRAL,ENCHANTMENT,Strength of Stormwind,TB,Stormwind is granting this card Attack and Health.,,,,,,,,,,,,,,,,
TU4f_005,NEUTRAL,MINION,Brewmaster,MISSIONS,,4,4,4,COMMON,,,,,,,,,,,,
KARA_08_03e,NEUTRAL,ENCHANTMENT,Nether Breath,KARA,Health changed to 1.,,,,,,,,,,,,,,,,
LOEA07_01,NEUTRAL,HERO,Mine Cart,LOE,,,,30,,,,,,,,,,,,,
EX1_154a,DRUID,SPELL,Wrath,EXPERT1,Deal 3 damage to a minion.,0,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
CFM_760,MAGE,MINION,Kabal Crystal Runner,GANGS,Costs (2) less for each <b>Secret</b> you've played this�game.,6,5,5,RARE,True,"""Listen, I can cut you in on a little of this premium mana, but you can't tell my boss.""",,"[100, 800, 20, 100]",,,,,,,,
CFM_020,PRIEST,MINION,Raza the Chained,GANGS,"  <b>Battlecry:</b> If your deck has
no duplicates, your Hero
 Power costs (0) this game.",5,5,5,LEGENDARY,True,"""Could you do me a favor and get the keys from Kazakus?""",['BATTLECRY'],"[1600, 3200, 400, 1600]",,,,,,,,
KAR_094a,ROGUE,WEAPON,Sharp Fork,KARA,,3,3,,,,,,,,,,,,,2,
CFM_650,PALADIN,MINION,Grimscale Chum,GANGS,"<b>Battlecry:</b> Give a random
Murloc in your hand +1/+1.",1,2,1,COMMON,True,"Listen, see?  We'll take 'em to the docks, see?  And throw 'em in the sea, see?",['BATTLECRY'],"[40, 400, 5, 50]",,MURLOC,,,,,,
OG_241,WARLOCK,MINION,Possessed Villager,OG,<b>Deathrattle:</b> Summon a 1/1 Shadowbeast.,1,1,1,COMMON,True,It's like a pinata! A lame disgusting horrific pinata.,['DEATHRATTLE'],"[40, 400, 5, 50]",,,,,,,,
KAR_A02_13H,NEUTRAL,HERO_POWER,Be Our Guest,KARA,"<b>Hero Power</b>
Summon two 1/1 Plates.",0,,,,,,['AI_MUST_PLAY'],,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_NUM_MINION_SLOTS': 1, 'REQ_MINION_TARGET': 0}",,,,,,,
TP_Bling_HP2,ROGUE,HERO_POWER,Cash In,TB,"Destroy your weapon, gaining a random one.",2,,,,,,,,,,,,,,,
AT_036,ROGUE,MINION,Anub'arak,TGT,<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.,9,8,4,LEGENDARY,True,"Was actually a pretty nice guy before, you know, the whole Lich King thing.",['DEATHRATTLE'],"[1600, 3200, 400, 1600]",,,,,,,,
CFM_851e,NEUTRAL,ENCHANTMENT,The Scoop,GANGS,Increased stats.,,,,,,,,,,,,,,,,
FP1_004,NEUTRAL,MINION,Mad Scientist,NAXX,<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,2,2,2,COMMON,True,"His mother wanted him to be a mage or a warlock, but noooooooo, he had to go and be a scientist like his father.",['DEATHRATTLE'],"[40, 400, 5, 50]",,,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,,,
CFM_620,MAGE,SPELL,Potion of Polymorph,GANGS,"<b>Secret:</b> After your opponent plays a minion, transform it into a
1/1 Sheep.",3,,,RARE,True,Tastes like Baaaaananas.,['SECRET'],"[100, 800, 20, 100]",,,,,,,,
AT_128,NEUTRAL,MINION,The Skeleton Knight,TGT,"<b>Deathrattle:</b> Reveal a minion in each deck. If yours costs more, return this to your hand.",6,7,4,LEGENDARY,True,Apparently it really was just a flesh wound.,['DEATHRATTLE'],"[1600, 3200, 400, 1600]",,,,,,,,
CS2_235,PRIEST,MINION,Northshire Cleric,CORE,"Whenever a minion is healed, draw a card.",1,1,3,FREE,True,They help the downtrodden and distressed.  Also they sell cookies.,,,,,Unlocked at Level 1.,Unlocked at Level 40.,,,,
TBA01_1,NEUTRAL,HERO,Ragnaros the Firelord,TB,,,,60,,,,,,,,,,,,,
LOE_115,DRUID,SPELL,Raven Idol,LOE,"<b>Choose One -</b>
<b>Discover</b> a minion; or <b>Discover</b> a spell.",1,,,COMMON,True,Was petrified when it found out it didn't make the cut for Azerothian Idol.,['CHOOSE_ONE'],"[40, 400, 5, 50]",,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,,
BRMA17_9,NEUTRAL,WEAPON,Onyxiclaw,BRM,,2,2,,,,,,,,,,,,,6,
